blockTime,mint,delta_raw,fee_lamports
1768605982,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,3936671285812,5000
1768605982,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,10455984096132,5000
1768605982,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,12092938446920,5000
1768605982,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,14467862027914,5000
1768605982,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,16670174894001,5000
1768603413,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,299032937697,13662
1768603405,2uS7QJ27gS8UfCWPTMh8qBE5FS8K7NjAJTTnvU3yBAGS,1868634862527,17079
1768603388,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,4439826930,21091
1768603388,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,57870384254,24172
1768603193,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,1885583372714,17699
1768602165,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,155052992,20054
1768602136,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,97733692669,18745
1768602136,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,193834626282,19532
1768602132,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,579654663792,23471
1768602125,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,4508905872070,15179
1768600564,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-60249276865976,5000
1768600564,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-63601869551735,5000
1768598910,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,30921895042995,5000
1768598910,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,92929302987853,5000
1768598803,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-30921895043029,5000
1768598803,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-92929313477017,5000
1768598765,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,118597591930122,5000
1768597280,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-20016639141719,5637
1768597262,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,20016639141719,5000
1768597152,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-20016639141720,10000
1768597117,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,20016639141720,5000
1768597015,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-10990275479622,5958
1768596991,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,10990275479620,5000
1768596967,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-20016652093526,10000
1768596944,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,20016652093523,5000
1768596819,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-26696437051871,5000
1768596789,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-50000000000000,9367
1768596731,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-21980550959226,10000
1768596702,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,21980550959224,5000
1768596630,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-21980550959235,10000
1768596548,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-21980550959241,5000
1768595859,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,16928595013879,13741
1768595849,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,3345477236769,17063
1768595848,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,1424094762655,41506
1768595848,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,232237500582,30099
1768595844,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,670022763950,32248
1768595844,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,404265568849,29101
1768585016,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-1979895879955,5000
1768585016,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-20407195637870,5000
1768585016,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-14065505316330,5000
1768585016,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-5360020970216,5000
1768584985,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,263105869705,20595
1768584977,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,167914571258,28314
1768584919,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,41804299048266,5000
1768584906,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-41820948660894,10000
1768584636,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,94352909,29812
1768584628,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,73095282180,14494
1768584625,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,626980116022,19224
1768584384,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,40487238718982,5000
1768584206,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,-472708359993006,718401
1768584168,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,472708359992975,5000
1768584155,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,659643836066,22088
1768584146,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,517859389,27913
1768584131,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,1119063794985,13956
1768583761,B6MU6iYtM6yFEzGbSX3spf3nZ5dVJkAwoD88fUWHftf,67911714,45300
1768583760,axUxN2q4AWzHaU6LXmjqQh7KEjaXDPKScjmzwEBpump,-260602185076,117129
1768583697,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,-472715594157745,10000
1768583656,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,442152954601532,5000
1768583548,axUxN2q4AWzHaU6LXmjqQh7KEjaXDPKScjmzwEBpump,135494247891,5000
1768583548,axUxN2q4AWzHaU6LXmjqQh7KEjaXDPKScjmzwEBpump,123971674218,5000
1768583316,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,1835045273807,29282
1768583301,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,11303673831724,20326
1768583290,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,1189247093535,26445
1768583286,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,694455771340,19450
1768583278,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,30562639556211,18615
1768577586,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,1701217237234,15954
1768577509,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,-441709835380356,10000
1768577453,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,258484276451659,5000
1768577453,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,183225558928696,5000
1768577376,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,-183227437773847,10000
1768577272,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,-220821785049743,10000
1768577236,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,389349769584527,5000
1768577051,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,-49795126835603,86581
1768577043,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,14699453239097,53964
1768576785,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,3901505810,14670
1768576781,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,121856180301,18419
1768576746,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-118279380110374,10000
1768576686,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,-252640012132143,10000
1768576666,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,301863220889035,182744
1768576648,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-200000000000000,52362
1768576583,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,318279380110373,5000
1768576476,GLy5g87gQceq5fcrWn2UgDXACYzQa3pCGcQ1jSt5BAGS,571918078711,5000
1768576402,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-40485554215765,10000
1768576318,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-318279217442345,10000
1768576304,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,56980905918349,5000
1768576304,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,115218114083555,5000
1768575923,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,1521358204533,37134
1768575876,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,94720689,35585
1768575611,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,28888994523,99250
1768575375,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,22096488583627,119552
1768575375,axUxN2q4AWzHaU6LXmjqQh7KEjaXDPKScjmzwEBpump,1136192512,37144
1768575375,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,474388236,33953
1768575090,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,2353365111378,22738
1768575090,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,26030981135,16611
1768575082,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,5454928893616,67121
1768568546,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-94335278998553,5000
1768568444,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,1236087026415,18873
1768568440,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,310769186068,25377
1768568440,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,64020578571,20082
1768568431,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,355417911,16971
1768568403,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,64238392674377,5000
1768568403,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,32412550240228,5000
1768568258,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-70470230659581,5000
1768568258,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-25846612492479,5000
1768568121,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,182515857948587,218228
1768568034,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,10238860068137,5000
1768568034,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,2701821137197,5000
1768568034,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,3259047971426,5000
1768567538,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-20166853981583,5000
1768567504,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-40000000000000,5215
1768567448,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-34694484489034,5000
1768567448,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-1078706865609,5000
1768567031,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,67541889064306,34383
1768566968,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,14020214555129,5000
1768566968,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,73678573034,5000
1768566400,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,2936373102415,5352
1768566283,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,19964246030302,11340
1768566283,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,2832996197308,7138
1768566282,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,-17288532527,5000
1768566282,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,-31948139466,5000
1768566199,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,30099514957,93231
1768566169,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,18999096028,5000
1768566044,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,4329340067965,12508
1768563563,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,14587360920621,186304
1768563409,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,4173127368376,14797
1768563409,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,13732701541114,31404
1768561483,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,3047046062557,8675
1768561266,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,138061266,10320
1768561246,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,1461342495070,19585
1768561245,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,25742417851,9139
1768561245,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,10761687145802,13577
1768561150,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,14056854853494,10266
1768559853,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-85941323742489,5000
1768559853,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-91656422931123,5000
1768559799,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,177574878022080,331357
1768559713,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,22868957783,5000
1768559627,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,3265883123856,5000
1768559448,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-11597069348612,5000
1768559381,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,11597069348612,5663
1768559352,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,-46806520051,10000
1768559334,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,46806520068,377905
1768559192,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,1945917585,5000
1768559144,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-665405823812690,212211
1768559082,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,665405823812655,5000
1768558968,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-665389045702149,10000
1768558869,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,148037861608154,5000
1768558869,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,215257318650464,5000
1768558456,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-148037861608154,5000
1768558456,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-101962136693111,5000
1768558395,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,274115552334521,5000
1768558357,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,13334920912406,10259
1768558041,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,274609654029,9529
1768557956,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-348762894462239,10000
1768557913,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,400389023536345,440517
1768557880,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,407542667627,5000
1768557880,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,25358668041147,5000
1768557867,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,11513883840565,16017
1768557804,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,16634894530286,14447
1768557617,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,9088307699814,14534
1768557289,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,805939854486,13144
1768557226,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-272346421182779,5000
1768557199,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,290439414709987,179412
1768557178,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,7810547567797,12704
1768557137,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-26271172393549,5929
1768557107,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,26271172393549,5000
1768557033,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,123029874040827,1107413
1768557021,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-22725846353943,10000
1768556940,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-157639542717128,5000
1768556891,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,176999227329086,5000
1768556802,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,-273380110421959,10000
1768556790,BUFYvumUkPCZ9LHQcoZSQMWqWFyujX3tAigwSYXKXAeF,9080830,45300
1768556789,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,-53216835700,7546
1768556775,BBSAW49Sru7jiSajWVKTSWs39psrjjHbMMtWGWTJBAGS,276746272163956,251658
1768556723,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,43659342321,5000
1768555624,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,4597283074,18880
1768555620,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,34959826708,20318
1768555594,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-179127511419,5000
1768555594,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-477647718881,5000
1768555594,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-392564445625,5000
1768555530,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,5638524383514,14000
1768555478,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,623517355739,20068
1768555478,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,165667047836,18007
1768553001,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,15078299541840,5478
1768552901,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,840436299,9111
1768552878,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,707965030697,12468
1768552878,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,103578437818,12044
1768552872,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,2786827006636,9972
1768552244,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,432681822422,11987
1768552152,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,2625922710328,18144
1768552048,BkSbFrDMkfkoG4NDUwadEGeQgVwoXkR3F3P1MPUnBAGS,-699999999999962,10000
1768551791,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,2445142782267,14454
1768551567,axUxN2q4AWzHaU6LXmjqQh7KEjaXDPKScjmzwEBpump,-141238471777,5000
1768551567,axUxN2q4AWzHaU6LXmjqQh7KEjaXDPKScjmzwEBpump,-118224024536,5000
1768551482,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-412308387016,5000
1768551480,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,199771300156,18381
1768551476,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,328483718433,20758
1768551452,So11111111111111111111111111111111111111112,-3720444871,5000
1768551452,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-77341344346180,5000
1768551452,So11111111111111111111111111111111111111112,-2529662164,5000
1768551452,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,60475896899585,5000
1768551452,So11111111111111111111111111111111111111112,6250107035,5000
1768551452,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,16865447894722,5000
1768551388,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,2613784424096,10818
1768551116,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,80971598694717,5414
1768550929,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,1193134071844,15048
1768550674,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,-38354437549,5000
1768550674,So11111111111111111111111111111111111111112,-4141575536,5000
1768550674,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,34894204286,5000
1768550674,So11111111111111111111111111111111111111112,-3313624305,5000
1768550674,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,3529980822,5000
1768550674,So11111111111111111111111111111111111111112,7455199841,5000
1768550356,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,1991900157828,9884
1768550345,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,1004442675525,17282
1768550345,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,90819060734,12994
1768549606,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,3440741422862,11491
1768549351,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,678584243,10497
1768549263,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,4865321796025,11386
1768548606,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,348797529095,19124
1768548592,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,1447634885781,12712
1768548474,SurfwRjQQFV6P7JdhxSptf4CjWU8sb88rUiaLCystar,18075136762602,5000
1768548474,SurfwRjQQFV6P7JdhxSptf4CjWU8sb88rUiaLCystar,54321057878772,5000
1768548474,SurfwRjQQFV6P7JdhxSptf4CjWU8sb88rUiaLCystar,110223812538103,5000
1768548342,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,3271851908227,8331
1768548218,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,566267566735,18541
1768548095,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,10211359780919,10581
1768547846,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,917808693713,15721
1768547846,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,789639774681,14034
1768547216,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-26271172393549,5000
1768547191,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,3260162979,13489
1768547161,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,-97182432533150,10000
1768547136,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,96571227000410,6338
1768547099,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,2631218691,5000
1768546907,BkSbFrDMkfkoG4NDUwadEGeQgVwoXkR3F3P1MPUnBAGS,1532147118510015,5898
1768546619,2TsmuYUrsctE57VLckZBYEEzdokUF8j8e1GavekWBAGS,611205532757,5000
1768546519,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,33511417112,13444
1768546519,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,42403809708,9856
1768546519,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,1489337230694,19074
1768546335,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,-26271172393549,8168
1768546290,GodL6KZ9uuUoQwELggtVzQkKmU1LfqmDokPibPeDKkhF,52542344787098,5000
1768546246,axUxN2q4AWzHaU6LXmjqQh7KEjaXDPKScjmzwEBpump,200589888460,5000
1768545637,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-3738041523605,5000
1768545635,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-9967575570344,5000
1768545635,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-10071091610406,5000
1768545456,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,4848716264516,5000
1768545456,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,14794923569821,5000
1768545032,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,124902831448,10254
1768544665,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,798674876606,14852
1768543187,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-4848716264516,5000
1768543187,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-17535167375781,5000
1768543134,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,29743528374878,346998
1768543095,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,37014358090,5000
1768543051,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,1347687351715,9954
1768542880,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,838593960158,16790
1768542464,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,1282173529520,11586
1768541910,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,462045102905,11461
1768541491,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,386203505337,8493
1768541364,7pskt3A1Zsjhngazam7vHWjWHnfgiRump916Xj7ABAGS,-31338708528307,10000
