blockTime,mint,delta_raw,fee_lamports
1758910746,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,90127260,26298
1758910083,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,235203259,31281
1758909138,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,216125213,33966
1758908062,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,388153372,100672
1758906515,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,546325349,13141
1758902600,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-1074183490,5000
1758902600,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-2898275073,5000
1758902580,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2401088071,23175
1758895489,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,34189339,32519
1758895380,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-6000000000,355699
1758895249,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,354160446,54918
1758894096,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2114669108,514914
1758879652,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2157189184,261032
1758879632,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2354949633,52147
1758869302,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,195216234,18237
1758868349,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,995234565,1165659
1758868284,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,334155909,59291
1758867356,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-231429199,5000
1758867356,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-408390408,5000
1758867333,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1193694655,2005000
1758867300,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1874656582,13505
1758864761,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-251133123,5000
1758864761,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-411478767,5000
1758864735,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,723830119,13361
1758864234,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2957874486,101826
1758864201,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-1361706531,5000
1758864201,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-3638292807,5000
1758864185,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,5830021051,369560
1758864127,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-12257181714,5000
1758864127,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-28062817438,5000
1758864094,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,41484974603,764612
1758864015,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,12175670444,5000
1758863737,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,340930884,12952
1758863720,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-2473824965,5000
1758863720,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-3541663581,5000
1758863548,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,281653938,22004
1758863412,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,6217038606,17647
1758857849,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1155122532,14134
1758854274,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-295018718,5000
1758854274,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-290628415,5000
1758853001,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,3337646557,118932
1758852960,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,5832025665,31976
1758835461,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,3964929608,230226
1758835451,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,77000704,26481
1758833519,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1820724811,51323
1758830198,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-5618518992,5000
1758830198,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-12780262106,5000
1758830158,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,18102612692,5000
1758830132,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,608133728,138175
1758829906,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2383156952,111910
1758829875,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-2456520822,5000
1758829875,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-2656102806,5000
1758829858,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1050617467,14437
1758828119,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1552713600,13983
1758826094,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,101086520,25327
1758826083,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2509291246,24480
1758824156,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-901794722,5000
1758824156,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-640869283,5000
1758824117,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,883255426,433046
1758822024,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,412884280,214662
1758821690,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,246524667,65110
1758819259,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-2018470252,5000
1758819259,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-2689161601,5000
1758819238,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2891173442,121565
1758816300,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1816456046,35420
1758815999,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,48539956,10895
1758814139,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-1947751026,5000
1758814139,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-5014897019,5000
1758814121,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,133873782,29822
1758813660,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,96931121,14126
1758812819,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,920317307,14342
1758810798,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-551805907,5000
1758810769,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,698372454,86642
1758810749,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-173024791,5000
1758810614,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,173025306,78130
1758810606,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,5811527750,354302
1758796031,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-133523173,5000
1758796021,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,133523344,18729
1758795876,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-1848860443,5000
1758795876,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-1774860998,5000
1758795860,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,3623721443,19723
1758783048,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-1791784322,5000
1758783048,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-1720069319,5000
1758783033,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2692691017,15556
1758775134,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,753500942,41039
1758771115,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-2435558157,5000
1758771115,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-2817359776,5000
1758771084,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,5318580187,166813
1758770954,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-1668331144,5000
1758770954,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-2187019322,5000
1758770939,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,3855351417,24387
1758767187,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-7462308527,10000
1758767152,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,4420300271,5000
1758767152,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,1614032356,5000
1758766981,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-6227810258,211859
1758766881,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-16165011628,5000
1758766881,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-3006884189,5000
1758766860,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,25399705735,231331
1758766841,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-973048080,5000
1758766841,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-180998503,5000
1758766765,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,281725092,116590
1758766610,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,872320326,22576
1758765911,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-12035691082,5000
1758765911,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-24055892840,5000
1758765848,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,128119003,23792
1758765824,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2011049320,5000
1758762528,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,18300825086,29209
1758747879,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2518761513,19508
1758747552,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-54348433922,10000
1758747487,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,67609383430,174850
1758747139,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-186280895675,139260
1758747075,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2519702500,5000
1758747075,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,158526215902,5000
1758746980,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,9048480361,18000
1758746281,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-445780047,5000
1758746269,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,29807192,14648
1758746257,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1208272464,12692
1758746019,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,913782293,13036
1758745925,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,752441455,15779
1758745888,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1334377229,15770
1758745686,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,204858686,14858
1758745580,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,4765447803,20523
1758745554,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,712336068,13412
1758745446,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1454961798,12396
1758745256,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-8597192220,5000
1758745233,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,336278446,10642
1758745101,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,556776351,12006
1758744869,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,579486517,11228
1758744509,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,3333555876,11518
1758744333,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1896618227,12310
1758744181,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,896097065,10841
1758744047,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,44071207,14758
1758744004,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,1481224542,11334
1758743730,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,428048433,11296
1758743647,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-4452823091,5000
1758743604,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,8381948956,105175
1758743554,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-49294024661,10000
1758743525,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,49294024228,5000
1758743344,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-2064939496,5000
1758743332,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,2064939943,10928
1758743077,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-11696126098,260513
1758743025,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,-52046992065,10000
1758743007,7W4geAJyy7hxuPXESMMBaW8Zi4MbhVN9uvt6BJ2SEPAV,63743118163,178269
1758742981,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-3482663917,5000
1758742981,So11111111111111111111111111111111111111112,-622431617,5000
1758742981,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,3482663917,5000
1758742981,So11111111111111111111111111111111111111112,24312805,5000
1758742981,So11111111111111111111111111111111111111112,598118812,5000
1758742393,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,154506452,194510
1758741076,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,80727187,14381
1758739677,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,35520723,13537
1758739656,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-212369858,5000
1758739307,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,531883920,16816
1758730085,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,76638358,23021
1758724283,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,39652382477,5000
1758724243,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-321360988,5000
1758724243,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-184125640,5000
1758724215,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,635760916,17993
1758663702,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-5543512256,5000
1758663702,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-3176187433,5000
1758663683,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,9594276980,92769
1758663642,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-1035873365,5000
1758663642,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-633176646,5000
1758663608,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,1669050212,5000
1758639227,Ey59PH7Z4BFU4HjyKnyMdWt5GGN76KazTAwQihoUXRnk,-2026286997157,107262
1758639125,Ey59PH7Z4BFU4HjyKnyMdWt5GGN76KazTAwQihoUXRnk,1921940733446,5000
1758638972,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,-39636108765,10000
1758638930,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,39636108767,5000
1758598163,Ey59PH7Z4BFU4HjyKnyMdWt5GGN76KazTAwQihoUXRnk,-536669834093,5000
1758598142,Ey59PH7Z4BFU4HjyKnyMdWt5GGN76KazTAwQihoUXRnk,585362548254,90505
1758597969,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-4161652114,173051
1758597832,Ey59PH7Z4BFU4HjyKnyMdWt5GGN76KazTAwQihoUXRnk,55653549536,50682
1758579018,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,-39609893828,10000
1758578906,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,39609893863,5000
1758575146,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,-1068929256,54347
1758575134,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,1058186665,13687
1758573007,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,10742591,17010
1758572649,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,-939611689,43124
1758572638,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,939611689,14285
1758571017,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,-939556654,129325
1758570974,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,293935779,54239
1758570665,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,-15958874802,10000
1758570649,34AeqX5MQGyrey2VnZdkeZCfM4qinp4F3X7pGxtipump,16604495677,126288
1758570565,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,4077345292,5000
1758567361,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,84306822,50985
1758562293,Ey59PH7Z4BFU4HjyKnyMdWt5GGN76KazTAwQihoUXRnk,-3548414564736,10000
1758562274,Ey59PH7Z4BFU4HjyKnyMdWt5GGN76KazTAwQihoUXRnk,3548414564750,159195
1758342181,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,-147770140,80001
1758342120,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,147770141,130200
1758342079,5wVtfsFhLjxm27K9mN3ziYWCCpQwXXq7HWUiRMW7pump,-13176315235,81200
1758342062,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,-6186887911,142320
1758341980,5wVtfsFhLjxm27K9mN3ziYWCCpQwXXq7HWUiRMW7pump,12829368094,5000
1758341946,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,431719740,5000
1758341946,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,5507313614,5000
1758336840,5wVtfsFhLjxm27K9mN3ziYWCCpQwXXq7HWUiRMW7pump,346947141,13219
1758336808,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,204474696,68716
1758326958,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,32539836,65613
1758326893,GoLDDDNBPD72mSCYbC75GoFZ1e97Uczakp8yNi7JHrK4,-268241375431,121535
1758326873,HNi43Ue8Qz8XegA9q8AWbV9DxzJxcexm8czE1fhppump,-8224119434,80001
1758326724,5wVtfsFhLjxm27K9mN3ziYWCCpQwXXq7HWUiRMW7pump,-13355134627,79623
1758326700,5wVtfsFhLjxm27K9mN3ziYWCCpQwXXq7HWUiRMW7pump,-13355134551,10000
1758326577,5wVtfsFhLjxm27K9mN3ziYWCCpQwXXq7HWUiRMW7pump,3683139520,5000
1758326577,5wVtfsFhLjxm27K9mN3ziYWCCpQwXXq7HWUiRMW7pump,23027129658,5000
1758326550,GMvCfcZg8YvkkQmwDaAzCtHDrrEtgE74nQpQ7xNabonk,10840025,105967
1758326474,4Knbw9jxSFRZx3zWJ26gAF9hH4UzGLCGRRvC2EjNoAXc,-113297014140,7550
1758326474,Ee8LmQqY2b2h35xDSWdGMT1PYP5BRk4Z9Yk5FiXBzkAX,-1370231285569,7550
1758326474,DEak5FUXzz9w7kHA5zCrZ6rFg47cqisFSJM67wr4zvQS,-277052941,7550
1758326474,7iQy7f2E2MCdg5H7XyQBt3cGQtJRs44peNEy8RuATYpV,-264613780320,7550
1758326474,2bZSjaLEyH7bXLDb1jJBXPrjduGcJrHFZ5kE7wHKgFnZ,-329591254,7550
1758326474,HgKyWWTmRsnpwvPQKkLDeUaX4ia8zYU3pZ8G17kFiRzZ,-509254110948,7550
1758326474,4y5fX8ULW1mfjP9ksxZgFfPoYLwDsAxvaptb43BnwUp6,-6379263594,7550
1758326474,ADswGmESisxVnarBD2uAeRLF2fpWummNcuZMZGaqQmWo,-232063774,7550
1758326474,4C9WUKBBNSkDjrrLPYMxZeoid64rxpdLjdufco9ADmmr,-1867235062602,7550
1758326474,ioGkDUVECMK79NNxgn8nwz7BdkyQ34ySknPWQXFDTsF,-7096648518199,7550
1758326474,Ep9DE9t8WqdXUTs5AbfcHjJyaqM4Y4rAmooFovzhGZAk,-9508831465892,7550
1758326474,H3L8zjrexUdt3qSarCFvuzMze5sYjHPWGASZUBTNrTa6,-1386378939,7550
1758326474,CkRyLZt7mF7GmzPTvaRPsrtuqDuhH5DWAY7MAja1X1av,-13701788916184,7550
1758326474,DuNXtG6WMbBijjBGBJcExk6xCgVT1BvL6GRKL3bZHGjo,-2751744339,7550
1758326474,555hdnGt3jPqYgZS5CRVhj2dCXsavLyhaUfxrM6FYp7P,-4099134077246,7550
1758326474,6boDuUpVVg1uD8aTCZwxBcBCqmEiVthUxXoj9Uvgx1Er,-3988817413920,7550
1758326474,4rQW6FhmSj14iUDPyVfFdCfwFgE1em1gumTvM7AHmS2D,-28397953398,7550
1758326474,AcqWTAepkpU6uUZ8f4T3TrLtuej3kHBEctBw7T1p9T3b,-168374241335,7550
1758326474,CARucTAjwdC3Ro1MKcj158dWgDdXFNSMRa3GjZuVAPfA,-8290616660000,7550
1758326474,FAuPX5hMgyh6rMhTbmxFSPKNsWw1D9CX7pQuTpfNGVz3,-106625995331,7550
1758326474,m5nxd3SpLrfymkEopPRDNZ6AdsZibStFnStNiifoSdp,-1680299052,7550
1758326474,BTCSoQBx24Z6Uo1hb1dgGpxM6jDzHEiN3Q9C6LS7Cyx3,-3284543489,7550
1758326474,5jyh8n6mpQzWtgnssxq7QiCvBqpjYXM82CvxujDio9JS,-243236902498,7550
1758326474,BEERJUCtaFGoyzQ8fa547KJDK4DeAQufNj1twThaVfrB,-23790000000,7550
1758326474,6UQ4aUs3q1WTGkkyjxSawXw7E1Lw29CuPxgWBirHpsVC,-1000,7550
1758326474,8Sc4rZrv2vXkw5kN6eU6FbCYBNo3rrkwPjHzB5We7pWq,-3258340573,7550
1758326474,J38pVyLm7EZC6G5bP3omighmjJ2dUaynKDbLYkwu86Aq,-81991963821,7550
1758326474,EEqRkCoLw4Xxbs3JVdaLoyij9qSnguWdQXmMYZXenLjp,-987939348,7550
1758326474,86Hc41BWNsiT3g8oB3m995v98Eo3P1ghrbekKi4UvqfH,-3984177373,7550
1758326474,EsRAmDuA6X455mvova7q7DQTMVgk9rZNoUrak6GatQsv,-1723373148872,7550
1758326474,8mDLUESvLbDPjHjpXSEUuqdJD6nogqtZ4o3aCNZjzna7,-873347960595,7550
1758326474,B2YE3GvQqRipCaFMGxevkoDNS7gVqX6Sq2AjP69fu3CS,-19188190994,7550
1758326474,4GnJJy4ugwwUCqdo5SFkSJP4271EgDNwQ8ZVe4QXVDKm,-43877127336,7550
1758326474,6yU2fnxu3ZZSgrRQi6N8ghLGycTvySkN6wb8BtkfBsS,-65485133139,7550
1758326474,BAa6KPN4xcf9hheVMX3dppL9W8jNr8UNS4zDSrBGMmYC,-5274851580,7550
1758326474,78eqZbZG5VPVdtp2HYFRVnzHLrtppcUvboWjgy1QtJZ6,-16839135408,7550
1758326474,8TrDHQsngSfN67qZc3QxB8Jxz7TtYBy3SKPiPDFoXGhM,-7260759463,7550
1758326474,5oKz2igAa3nFRGSVGDNPBXtks67mK9hk4krxasZDJcTu,-325681694959,7550
1758326474,HioXhrpbQoYLkBAxjEXWTzJWULGkKdQk6nU2u91vY1R4,-380406573,7550
1758326474,FHS3DQadRy9Exrz1AL5WHKx4t3YBjGVFKgzHZWcZfqov,-3446004395,7550
1758326474,DsPApbBcVqSYe2JHQsxaSBqGQYyM2YinTnWawF7VwBdC,-5173065428020,7550
1758326474,2mTadnmBgxZxwQZhKd8PbWE97rKYEJnUmSqNCw5kFKoR,-201036186667,7550
1758326474,Zb3USyS4FaDPCcCXmr25H2jSq3aKKhAj8cpcXVJh54a,-76866683717,7550
